stationid,absolute_increase_per_year,relative_increase_per_year_in_% (absolute_increase / middle_value_from_all_years)
3710099999,-1.82,-2.31
3740099999,-2.46,-5.02
3743099999,3.52,6.28
3746099999,2.55,4.53
3749099999,4.96,11.4
3761099999,8.63,16.31
3768099999,4.13,8.7
3772099999,0.99,2.15
3781099999,0.6,1.35
3797035047,-6.63,-17.76
3803099999,-9.95,-22.37
3808099999,5.41,8.51
3809099999,0.97,1.28
3823099999,0.51,0.79
3827099999,0.84,1.52
3840099999,0.61,0.96
3853099999,1.54,2.73
3857099999,-12.11,-16.96
3862099999,-3.17,-6.83
3866099999,-2.42,-6.3
3872099999,1.56,3.25
3876099999,-2.91,-9.83
3882099999,4.23,8.75
3894099999,-12.16,-14.46
3904099999,9.11,13.42
3911099999,-1.1,-1.3
3915099999,-4.39,-7.68
3916099999,-8.07,-9.65
3917099999,-2.83,-4.77
3923099999,5.09,7.24
3953099999,-6.46,-5.95
3955099999,-12.15,-14.92
3962099999,-1.51,-2.01
3967099999,-6.16,-10.04
3969099999,-5.52,-11.0
3970099999,-1.26,-1.8
3971099999,-2.43,-4.3
3973099999,-2.02,-2.72
3976099999,-0.86,-1.27
3980099999,-0.81,-1.51
4202099999,-14.57,-51.28
4220099999,0.01,0.02
4231099999,-3.92,-26.07
4272099999,-0.97,-1.46
4360099999,14.68,13.97
4390099999,31.08,14.93
6011099999,0.93,0.95
6030099999,-2.04,-4.3
6041099999,-0.87,-1.89
6052099999,0.53,0.95
6058099999,0.46,1.37
6060099999,-5.3,-12.97
6070099999,-21.69,-22.42
6079099999,0.72,1.92
6081099999,-1.43,-6.44
6104099999,0.85,1.77
6110099999,-3.3,-6.91
6119099999,-3.25,-9.44
6120099999,-2.77,-9.7
6156099999,-3.92,-14.57
6159099999,-3.4,-13.4
6169099999,2.12,6.6
6170099999,-4.3,-15.26
6180099999,-4.41,-11.38
6193099999,-0.5,-1.4
6235099999,2.23,2.3
6240099999,-2.29,-3.59
6251099999,1.3,2.84
6260099999,-2.94,-4.14
6269099999,-1.88,-3.67
6270099999,-1.13,-1.42
6273099999,-3.86,-8.16
6275099999,-2.72,-5.47
6277099999,0.12,0.26
6279099999,-2.39,-5.69
6280099999,-1.63,-2.86
6283099999,-0.82,-1.81
6286099999,-6.34,-13.42
6290099999,-1.48,-2.3
6310099999,-0.35,-0.62
6319099999,3.39,6.42
6330099999,3.17,5.61
6344099999,-0.64,-0.54
6348099999,-2.88,-4.78
6350099999,-2.99,-5.31
6356099999,-5.07,-12.43
6370099999,0.34,0.78
6375099999,-0.21,-0.45
6380099999,-0.05,-0.07
6391099999,-1.6,-3.53
6400099999,40.58,42.23
6407099999,-1.52,-2.57
6428099999,-4.42,-7.64
6431099999,-2.95,-6.69
6432099999,-0.49,-0.68
6447099999,-1.62,-2.55
6449099999,3.13,3.91
6450099999,0.75,1.14
6451099999,3.85,5.97
6456099999,-6.54,-9.22
6458099999,-8.5,-12.0
6476099999,-9.44,-15.07
6478099999,-2.2,-3.61
6479099999,-1.68,-2.91
6490099999,-7.21,-11.33
6496099999,-3.28,-3.76
6590099999,1.75,3.27
6604099999,-0.16,-0.26
6605099999,-9.48,-19.24
6610099999,0.39,0.75
6612099999,0.69,0.89
6616099999,-2.24,-4.52
6628099999,-4.31,-7.39
6639099999,-4.72,-5.39
6643099999,-1.71,-2.33
6660099999,-8.56,-12.49
6670099999,-4.83,-7.18
6672099999,6.27,7.1
6680099999,19.89,10.52
6681099999,14.66,13.56
6689099999,-0.06,-0.22
6700099999,-5.36,-8.84
6702099999,1.36,1.39
6712099999,-2.41,-4.77
6720099999,25.66,40.27
6724099999,-2.43,-4.31
6734099999,-4.61,-6.92
6750099999,5.45,4.82
6753099999,-2.32,-2.18
6756099999,-1.58,-1.89
6759099999,1.89,1.8
6760099999,12.51,8.14
6762099999,0.51,0.45
6770099999,13.21,10.73
6771099999,2.67,2.37
6780099999,4.17,6.03
6782099999,69.93,32.93
6783099999,3.88,3.37
6786099999,21.92,21.51
6791099999,19.61,17.34
6792099999,6.4,12.63
6794099999,10.49,14.94
6990099999,5.57,6.62
7002099999,1.63,4.02
7003099999,0.88,3.0
7005099999,-0.17,-0.36
7010099999,-0.7,-1.19
7015099999,-1.15,-1.82
7020099999,0.5,1.3
7024099999,-1.01,-2.62
7027099999,0.9,1.66
7028099999,-3.25,-5.27
7031099999,3.08,6.38
7037099999,-4.17,-7.8
7038034061,1.21,2.72
7040099999,-2.39,-4.25
7055099999,2.79,6.84
7057099999,0.12,0.3
7061099999,0.3,0.73
7075099999,0.17,0.33
7100099999,2.11,2.7
7106099999,-0.66,-1.52
7107099999,3.23,7.29
7109099999,-2.93,-7.46
7110099999,-9.46,-13.6
7120099999,1.76,4.1
7125099999,-2.86,-6.83
7130099999,1.52,3.33
7139099999,-1.24,-2.84
7140099999,-0.82,-1.7
7143099999,3.07,7.59
7146099999,-1.43,-7.17
7147099999,2.36,4.56
7149099999,0.52,1.21
7150099999,3.89,10.69
7153099999,0.55,1.34
7156099999,2.35,6.02
7157099999,0.01,0.02
7168099999,2.6,6.69
7169099999,1.21,2.07
7180099999,-4.19,-8.19
7181099999,1.42,3.3
7190099999,2.91,6.14
7197099999,-1.12,-2.69
7201099999,0.84,1.4
7203099999,1.93,5.66
7205099999,1.98,3.14
7207099999,1.07,2.31
7217099999,0.72,1.99
7222099999,0.92,1.68
7230099999,4.04,7.44
7235099999,0.93,2.17
7240099999,-0.76,-1.19
7247099999,0.73,1.95
7249099999,1.46,2.8
7255099999,-3.53,-7.64
7257099999,-1.0,-2.54
7260099999,-1.02,-2.01
7280099999,0.57,1.09
7283099999,8.2,14.57
7288099999,-0.75,-1.21
7292099999,-0.22,-0.32
7299099999,-3.67,-4.5
7300099999,-1.15,-3.02
7306099999,-2.59,-5.08
7314099999,-0.57,-1.28
7315099999,-0.36,-0.74
7330099999,0.12,0.23
7335099999,-0.34,-0.88
7354034048,-0.88,-2.13
7374099999,0.4,1.03
7379099999,1.2,2.19
7385099999,-0.23,-0.41
7412099999,-3.64,-7.62
7434099999,-2.37,-3.7
7438099999,0.96,3.02
7460099999,0.94,2.0
7471099999,1.94,3.59
7475099999,0.26,0.6
7480099999,-2.44,-4.13
7481099999,3.16,4.69
7482099999,5.66,8.15
7486099999,0.35,0.47
7491099999,0.71,1.05
7497099999,4.12,7.34
7500099999,-1.5,-4.74
7502099999,2.74,4.61
7503099999,0.73,1.56
7510099999,5.21,7.27
7524099999,5.39,12.43
7530099999,3.22,6.89
7535099999,-3.8,-8.26
7549099999,0.68,0.79
7552099999,0.19,1.14
7558099999,1.58,3.17
7560099999,8.49,4.94
7577099999,-8.16,-11.51
7579099999,-2.06,-4.25
7586099999,-1.05,-3.53
7588099999,1.13,2.04
7591099999,6.75,13.91
7600099999,1.08,1.35
7602099999,-9.5,-11.78
7603099999,10.03,12.52
7607099999,6.64,10.1
7610099999,2.85,4.27
7621099999,3.97,5.25
7622099999,2.06,5.97
7627099999,4.98,7.58
7630099999,0.1,0.22
7632099999,3.16,8.69
7635099999,2.26,4.4
7641099999,0.65,1.93
7643099999,-1.06,-1.62
7645099999,3.02,6.55
7648099999,-0.97,-2.84
7650099999,1.38,3.05
7660099999,2.9,5.52
7661099999,1.48,2.61
7667099999,-4.99,-9.28
7675099999,2.5,4.54
7678099999,4.78,12.34
7684099999,2.44,5.66
7690099999,-1.98,-3.49
7747099999,-2.45,-4.28
7749099999,6.09,10.12
7753099999,-0.56,-2.65
7754099999,-0.5,-1.14
7761099999,-3.78,-5.19
7765099999,-6.34,-9.2
7770099999,-0.23,-0.32
7780099999,0.8,2.53
7785099999,-1.76,-5.03
7790099999,-7.23,-9.59
8001099999,7.22,8.52
8011099999,2.39,2.35
8015099999,2.45,3.33
8021099999,5.21,6.38
8023099999,2.61,3.33
8025099999,-4.39,-4.27
8027099999,-2.25,-1.99
8029099999,9.81,7.73
8042099999,-2.16,-2.05
8044099999,4.41,5.12
8045099999,5.71,4.42
8055099999,0.8,2.05
8075099999,-0.26,-0.71
8080099999,-2.24,-4.43
8084099999,-0.22,-0.6
8085099999,1.36,2.07
8140099999,-2.76,-11.48
8141099999,0.3,0.93
8160099999,0.31,0.86
8171099999,1.61,6.27
8175099999,-9.87,-20.14
8181099999,0.85,1.38
8184099999,3.31,5.02
8202099999,0.23,0.93
8213099999,0.85,3.31
8215099999,8.11,9.81
8221099999,-1.22,-3.05
8223099999,1.98,7.51
8224099999,1.29,4.32
8231099999,9.24,45.89
8238099999,6.03,12.63
8261099999,0.93,2.45
8272099999,-1.98,-7.42
8280099999,7.65,14.87
8284099999,0.99,1.98
8306099999,3.49,7.04
8314099999,1.8,3.39
8330099999,0.65,1.18
8348099999,-2.42,-8.71
8360099999,12.01,25.37
8373099999,2.26,3.58
8391099999,1.56,2.95
8397099999,-4.13,-14.04
8410099999,-2.66,-8.22
8419099999,0.55,2.45
8429099999,5.69,16.65
8430099999,7.62,20.1
8433099999,9.63,26.94
8451099999,0.19,0.58
8482099999,-4.24,-11.86
8487099999,1.77,9.02
8495099999,-1.36,-2.1
8501099999,-6.25,-5.33
8505099999,9.06,11.3
8509099999,-3.17,-1.63
8512099999,3.6,4.75
8515099999,4.54,4.57
8521099999,-1.58,-2.21
8522099999,-8.51,-30.14
8524099999,-4.87,-11.71
8534099999,-0.23,-0.67
8540099999,0.2,0.48
8541099999,-1.69,-6.0
8545099999,2.01,2.57
8548099999,4.66,10.14
8554099999,-2.23,-5.5
8558099999,2.81,8.12
8560099999,4.27,6.15
8562099999,-2.02,-6.09
8567099999,-2.42,-5.35
8568099999,6.16,5.37
8570099999,-4.83,-11.38
8571099999,1.83,3.87
8575099999,1.44,3.18
8579099999,-1.99,-4.01
8594099999,4.59,23.27
10607099999,9.39,21.71
10614099999,-11.17,-29.78
11001099999,1.84,3.26
11008099999,-4.74,-8.99
11010099999,13.11,15.88
11012099999,0.69,0.83
11018099999,1.15,1.96
11019099999,-4.87,-11.78
11020099999,-1.25,-2.67
11021099999,-0.74,-1.53
11022099999,-0.83,-2.64
11024099999,-7.34,-17.85
11030099999,-3.9,-8.2
11032099999,0.09,0.22
11034099999,-4.63,-10.85
11035099999,0.54,1.02
11036099999,-2.61,-4.3
11051099999,1.61,2.83
11055099999,-1.71,-2.8
11060099999,-4.05,-8.23
11075099999,-1.75,-5.83
11078099999,-2.97,-3.79
11082099999,-9.61,-19.61
11101099999,0.45,0.37
11105099999,6.67,8.46
11112099999,3.11,7.02
11120099999,5.7,6.52
11126099999,3.26,3.77
11130099999,2.67,2.67
11136099999,5.4,5.55
11138099999,-8.17,-7.13
11141099999,-3.77,-6.58
11144099999,11.16,14.58
11146099999,-10.77,-13.54
11149099999,-0.46,-0.81
11150099999,7.58,6.88
11152099999,1.47,1.56
11155099999,-16.66,-14.5
11157099999,-5.99,-8.76
11165099999,-1.84,-3.86
11170099999,-17.63,-16.91
11180099999,-10.31,-14.33
11182099999,2.85,4.65
11185099999,-3.47,-4.55
11190099999,-10.0,-20.3
11192099999,-2.14,-4.87
11204099999,4.96,6.81
11213099999,-5.36,-10.46
11231099999,5.0,5.29
11240099999,2.35,3.06
11241099999,-2.07,-3.68
11252099999,-0.08,-0.17
11255099999,-5.27,-5.8
11270099999,1.95,1.72
11275099999,-0.55,-0.86
11280099999,2.06,3.51
11292099999,-4.76,-10.06
11302099999,9.73,9.23
11308099999,5.48,4.84
11310099999,-0.38,-0.98
11340099999,-5.35,-8.47
11346099999,8.35,10.14
11348099999,1.98,3.64
11350099999,7.98,7.15
11351099999,1.27,1.57
11355099999,-0.47,-0.43
11356099999,-1.92,-2.06
11357099999,-0.75,-0.7
11358099999,0.54,0.68
11380099999,2.15,2.72
11382099999,0.94,1.33
11384099999,-1.66,-2.76
11385099999,-6.37,-12.66
11406099999,9.59,13.44
11414099999,29.73,32.06
11423099999,30.18,29.81
11438099999,-1.34,-3.48
11457099999,69.64,39.62
11464099999,36.04,31.19
11487099999,37.73,32.23
11502099999,-5.85,-14.09
11509099999,-4.52,-12.87
11518099999,21.79,28.77
11520099999,18.62,22.56
11538099999,-1.79,-3.62
11567099999,11.62,18.77
11603099999,25.12,21.6
11624099999,5.92,11.09
11628099999,26.91,28.65
11636099999,-3.42,-7.78
11643099999,-1.21,-1.28
11652099999,-1.98,-4.33
11659099999,-1.95,-3.65
11679099999,3.62,6.4
11683099999,57.28,33.77
11692099999,39.89,27.43
11693099999,2.5,7.36
11698099999,-3.21,-10.08
11710099999,47.91,38.42
11723099999,24.17,27.11
11766099999,-8.61,-20.2
11774099999,11.82,17.24
11782099999,1.5,2.95
11787099999,2.23,1.91
11816099999,-0.76,-1.42
11826099999,15.32,21.6
11841099999,2.72,6.2
11855099999,1.96,4.31
11858099999,5.22,11.8
11867099999,10.28,15.73
11880099999,5.57,9.45
11916099999,11.39,10.34
11918099999,1.32,1.71
11927099999,11.49,19.48
11930099999,9.75,7.63
11933099999,35.97,32.25
11934099999,39.34,42.14
11938099999,2.1,3.74
11968099999,30.51,30.94
11976099999,9.98,11.95
11978099999,-0.81,-2.4
11993099999,12.56,17.33
12100099999,1.85,3.59
12105099999,-2.72,-4.86
12115099999,-2.45,-4.54
12120099999,1.77,3.14
12125099999,4.72,8.15
12135099999,2.77,5.48
12160099999,8.13,10.84
12185099999,23.59,33.16
12195099999,-0.06,-0.11
12200099999,0.58,1.25
12205099999,3.9,6.71
12210099999,-2.87,-6.01
12215099999,1.2,3.2
12235099999,0.53,1.44
12250099999,2.69,5.01
12270099999,0.49,1.0
12272099999,20.82,27.11
12280099999,2.04,5.38
12285099999,7.45,13.56
12295099999,9.44,13.36
12300099999,2.3,4.79
12310099999,-1.2,-2.6
12330099999,2.77,6.02
12345099999,-10.97,-21.95
12360099999,-2.61,-6.62
12375099999,7.93,11.89
12385099999,-0.23,-0.56
12399099999,2.7,5.58
12400099999,0.51,0.93
12415099999,1.67,3.92
12424099999,1.6,2.98
12435099999,2.67,6.91
12455099999,7.73,17.49
12469099999,3.21,6.17
12488099999,6.61,12.34
12495099999,6.33,12.35
12497099999,-0.2,-0.39
12500099999,-4.23,-7.16
12510099999,-0.07,-0.11
12520099999,-1.92,-3.92
12530099999,10.26,20.75
12540099999,-3.33,-6.72
12550099999,10.65,17.23
12560099999,0.73,1.34
12566099999,-6.28,-15.21
12570099999,10.78,22.05
12575099999,-6.6,-12.2
12580099999,1.25,2.92
12585099999,13.25,18.88
12595099999,1.96,4.89
12600099999,-2.0,-2.68
12625099999,-5.49,-7.08
12650099999,-0.0,-0.0
12660099999,1.13,1.89
12670099999,-0.77,-1.28
12690099999,0.79,1.44
12695099999,1.13,2.64
12772099999,1.79,3.57
12805099999,-0.55,-0.95
12812099999,1.4,2.12
12815099999,2.84,6.55
12822099999,-0.33,-0.59
12830099999,0.36,0.52
12843099999,-1.09,-1.77
12851099999,-0.51,-0.75
12860099999,1.66,3.91
12870099999,7.23,15.59
12882099999,1.01,2.42
12892099999,-1.01,-1.99
12910099999,1.91,3.35
12915099999,5.5,11.46
12925099999,2.96,5.35
12935099999,-0.8,-1.44
12942099999,-1.54,-2.52
12950099999,-2.39,-7.64
12960099999,-3.36,-6.49
12970099999,0.31,0.77
12982099999,-2.93,-6.82
12992099999,-0.52,-1.18
13067099999,0.11,0.25
13116099999,3.68,9.76
13160099999,-0.95,-1.98
13168099999,1.26,2.1
13173099999,9.01,17.09
13174099999,-1.83,-4.82
13180099999,1.81,2.97
13183099999,-0.32,-0.56
13262099999,-0.45,-0.72
13266099999,4.78,9.83
13269099999,2.95,4.83
13272099999,1.63,2.32
13274099999,4.08,8.14
13279099999,6.78,12.91
13285099999,2.97,4.88
13289099999,9.88,11.14
13295099999,-0.48,-1.0
13363099999,-5.86,-12.69
13367099999,-4.38,-7.03
13369099999,4.14,7.83
13370099999,11.83,18.38
13376099999,1.86,3.06
13378099999,2.2,2.89
13383099999,11.66,17.12
13384099999,-3.58,-7.24
13388099999,3.92,9.24
13389099999,1.23,2.96
13397099999,6.15,10.77
13457099999,-5.51,-5.89
13459099999,-8.8,-8.19
13462099999,2.42,2.42
13489099999,1.39,2.34
13493099999,-0.09,-0.19
13578099999,0.5,1.37
13583099999,5.94,11.31
13586099999,9.03,15.75
13591099999,-0.04,-0.11
13592099999,2.59,5.02
14008099999,4.14,2.69
14014099999,5.62,4.98
14015099999,-0.04,-0.04
14026099999,-5.34,-9.27
14105099999,1.43,1.94
14106099999,-2.59,-2.73
14235099999,0.97,1.21
14236099999,5.84,8.79
14240099999,7.79,9.99
14241099999,1.75,2.31
14246099999,1.65,2.38
14256099999,22.88,24.41
14258099999,1.16,1.94
14307099999,-11.18,-15.28
14314099999,1.55,1.83
14323099999,7.76,6.85
14324099999,12.47,7.73
14328099999,6.46,5.25
14330099999,18.3,14.99
14370099999,5.78,10.97
14382099999,1.66,3.37
14431099999,5.11,7.03
14438099999,0.3,0.46
14443099999,-3.92,-28.75
14444099999,-7.78,-14.77
14445099999,3.05,5.71
14447099999,3.29,4.29
14472099999,0.48,0.5
14474099999,-9.52,-9.66
15015099999,9.95,15.55
15020099999,5.92,8.97
15090099999,1.28,2.05
15108099999,-2.25,-3.41
15120099999,-1.26,-1.72
15150099999,40.47,27.82
15170099999,19.88,23.52
15200099999,0.9,1.87
15230099999,-0.01,-0.03
15260099999,5.29,7.9
15280099999,15.72,16.36
15292099999,-1.16,-1.75
15310099999,7.6,14.5
15335099999,1.4,3.27
15346099999,-1.0,-1.83
15350099999,-0.55,-1.04
15360099999,-0.18,-0.51
15410099999,-1.99,-3.38
15420099999,3.96,6.04
15450099999,-3.7,-6.61
15460099999,3.36,5.55
15470099999,3.34,8.39
15480099999,-0.29,-0.56
15502099999,-1.69,-3.07
15525099999,-14.84,-16.39
15549099999,-3.66,-6.39
15552099999,-26.16,-18.17
15600099999,-5.54,-7.67
15614099999,-2.11,-3.51
15615099999,-27.48,-30.63
15640099999,-0.74,-1.0
15655099999,-21.22,-20.11
15712099999,-12.62,-17.06
15730099999,-41.75,-33.84
16008099999,-1.01,-1.73
16020099999,-1.19,-2.08
16021099999,2.1,2.38
16022099999,-8.72,-12.4
16033099999,-6.91,-12.97
16036099999,-4.26,-8.37
16040099999,-2.4,-2.98
16059099999,-7.05,-12.47
16061099999,-1.66,-2.53
16066099999,-13.7,-10.17
16076099999,-2.38,-3.14
16080099999,-4.74,-5.91
16098099999,-1.36,-2.5
16099099999,-5.27,-16.81
16105099999,0.15,0.18
16108099999,-2.8,-3.63
16110099999,-5.87,-9.97
16115099999,-5.65,-26.23
16119099999,1.18,3.99
16120099999,9.29,8.95
16138099999,-0.53,-2.37
16147099999,3.14,6.75
16148099999,-0.84,-2.72
16149099999,-0.71,-0.59
16153099999,2.55,4.76
16158099999,1.45,1.6
16168099999,-7.41,-28.83
16170099999,1.74,2.58
16179099999,-0.98,-1.32
16191099999,-2.57,-3.12
16206099999,-1.34,-1.94
16216099999,-7.28,-23.18
16230099999,-5.31,-6.84
16234099999,-10.58,-31.99
16235099999,-3.52,-27.04
16239099999,-4.67,-11.45
16242099999,0.68,0.75
16243099999,1.34,4.28
16244099999,-2.9,-5.25
16245099999,-7.33,-25.83
16252099999,-6.15,-9.9
16261099999,-1.62,-2.98
16263099999,-2.69,-13.04
16280099999,-3.21,-7.6
16310099999,-2.82,-5.33
16312099999,-4.4,-17.84
16320099999,-6.88,-7.54
16325099999,-1.82,-3.19
16332099999,-4.54,-16.83
16344099999,-7.37,-23.51
16350099999,-7.17,-17.66
16360099999,-0.32,-0.64
16362099999,6.4,6.13
16400099999,-0.36,-0.54
16405099999,-46.13,-38.84
16420099999,-0.85,-1.07
16422099999,-2.42,-7.89
16429099999,-2.06,-2.24
16453099999,-4.99,-13.52
16459099999,-1.79,-9.24
16460099999,3.06,4.71
16480099999,-4.03,-7.34
16522099999,-5.06,-14.54
16531099999,-0.67,-2.0
16539099999,1.58,3.64
16550099999,-1.55,-4.27
16560099999,2.11,2.94
16564099999,-3.43,-15.85
16597099999,-2.2,-4.33
16614099999,10.09,16.7
16622099999,0.2,0.52
16627099999,10.3,18.86
16641099999,4.02,5.15
16643099999,3.38,4.21
16648099999,-2.56,-5.7
16650099999,1.34,3.27
16667099999,-0.11,-0.3
16675099999,29.88,38.23
16682099999,-0.7,-0.89
16684099999,2.63,4.21
16710099999,-2.66,-4.76
16716099999,0.96,2.85
16723099999,-2.19,-4.17
16732099999,3.47,8.64
16734099999,-11.1,-25.28
16738099999,-3.75,-11.13
16746099999,14.11,16.57
16749099999,4.01,4.97
16754099999,2.98,7.27
17022099999,-2.15,-2.23
17024099999,-1.7,-1.46
17026099999,-0.73,-1.05
17030099999,-2.25,-3.11
17038099999,-0.31,-0.34
17050099999,1.4,2.62
17056099999,-6.54,-11.97
17060099999,-0.79,-0.9
17067099999,-7.66,-10.3
17070099999,3.12,7.0
17082099999,0.73,2.24
17084099999,-0.39,-0.95
17090099999,1.0,2.59
17092099999,1.7,3.9
17096099999,18.21,29.29
17112099999,-3.57,-6.58
17115099999,-4.43,-6.69
17116099999,0.91,1.94
17124099999,3.13,8.66
17128099999,0.41,1.1
17129099999,0.82,2.4
17150099999,0.35,0.76
17170099999,0.61,1.35
17184099999,3.55,7.49
17188099999,-7.09,-18.73
17190099999,-2.23,-7.01
17202099999,-1.26,-3.51
17218099999,1.43,13.12
17219099999,5.86,9.91
17234099999,-0.74,-1.7
17240099999,2.11,4.21
17244099999,6.72,12.95
17260099999,3.35,9.96
17280099999,-3.5,-7.04
17290099999,-1.19,-2.45
17292099999,3.02,4.05
17300099999,-3.85,-4.01
17330099999,-2.68,-6.94
17350033308,5.93,8.66
17370099999,0.03,0.04
17600099999,-0.54,-1.91
17601099999,-2.87,-14.76
17609099999,-2.61,-7.63
20069099999,3.55,9.95
20087099999,1.66,6.8
20107099999,0.03,0.06
20292099999,0.55,2.1
20674099999,1.19,3.03
20891099999,4.37,9.06
21432099999,2.65,7.84
21824099999,7.21,12.77
21908099999,1.46,6.68
21921099999,0.76,2.08
21931099999,-0.11,-0.63
21982099999,0.52,6.59
22028099999,-0.51,-0.91
22106099999,-0.27,-0.52
22113099999,-1.08,-2.54
22127099999,3.11,6.53
22217099999,-2.15,-4.14
22235099999,-0.29,-0.59
22324099999,1.74,3.92
22349099999,2.3,5.21
22408099999,0.4,0.88
22602099999,1.2,2.38
22621099999,3.54,5.6
22721099999,2.99,4.98
22802099999,0.11,0.21
22820099999,3.68,5.97
22831099999,3.03,5.71
22892099999,-3.31,-5.28
23274099999,6.18,15.07
23426099999,6.44,15.14
23472099999,2.22,4.5
23631099999,0.45,0.91
23678099999,4.16,10.58
23724099999,-6.96,-17.44
23803099999,-0.44,-0.6
23884099999,-3.77,-6.7
