stationid,absolute_increase_per_year, relative_increase_per_year_in_% (absolute_increase / middle_value)
06344099999,-1.87,-2.28
06348099999,-1.02,-2.32
06350099999,0.21,0.48
06356099999,-0.11,-0.33
06370099999,-0.3,-0.82
06375099999,-0.49,-1.17
06380099999,-0.66,-1.17
06391099999,-0.29,-0.73
06400099999,-0.27,-0.61
06407099999,-0.74,-1.47
06428099999,0.22,0.45
06431099999,-0.35,-0.87
06432099999,-2.05,-3.45
06447099999,-0.57,-1.2
06449099999,-1.42,-2.11
06450099999,-1.3,-2.52
06451099999,-0.63,-1.26
06456099999,-1.03,-1.7
06458099999,-1.22,-2.09
06476099999,-0.1,-0.22
06478099999,-1.98,-3.73
06479099999,-1.56,-3.1
06490099999,-0.28,-0.64
06496099999,-2.03,-2.84
06590099999,-0.71,-1.52
06604099999,-0.11,-0.22
06605099999,1.59,3.26
06610099999,-0.33,-0.71
06612099999,0.01,0.01
06616099999,-0.4,-0.86
06628099999,-0.64,-1.18
06639099999,0.06,0.09
06643099999,-0.28,-0.54
06660099999,-0.23,-0.43
06669099999,-0.08,-5.51
06670099999,-0.85,-1.42
06672099999,-0.18,-0.28
06680099999,0.14,0.14
06681099999,0.23,0.34
06689099999,3.05,7.92
06700099999,-0.36,-0.63
06702099999,-0.69,-0.96
06712099999,-0.06,-0.14
06720099999,0.58,1.3
06724099999,-0.38,-0.72
06734099999,-0.34,-0.65
06750099999,-0.0,-0.0
06753099999,-0.17,-0.18
06756099999,0.16,0.19
06759099999,0.43,0.44
06760099999,0.16,0.13
06762099999,-0.8,-0.67
06770099999,0.09,0.09
06771099999,0.73,0.78
06780099999,1.64,3.27
06782099999,1.48,1.81
06783099999,-0.29,-0.3
06786099999,0.37,0.61
06791099999,0.9,1.72
06792099999,0.1,0.21
06794099999,0.2,0.31
06990099999,-0.04,-0.07
07002099999,-0.9,-2.22
07003099999,1.71,6.2
07005099999,-0.14,-0.38
07010099999,-1.87,-3.83
07015099999,-0.78,-1.79
07020099999,-0.44,-1.31
07024099999,0.05,0.14
07027099999,-0.6,-1.32
07028099999,-2.88,-5.21
07031099999,-0.17,-0.47
07037099999,-1.6,-3.64
07038034061,-1.44,-3.55
07040099999,-1.83,-3.95
07055099999,-0.38,-1.11
07057099999,-1.34,-3.79
07061099999,-0.58,-1.6
07075099999,-0.07,-0.18
07100099999,-2.05,-3.66
07106099999,0.47,1.4
07107099999,-1.16,-2.85
07109099999,-1.29,-3.16
07110099999,-0.63,-1.26
07120099999,0.02,0.05
07125099999,0.18,0.6
07130099999,-0.86,-2.09
07139099999,-0.23,-0.59
07140099999,-1.5,-3.7
07143099999,-0.45,-1.4
07146099999,1.53,5.86
07147099999,-0.74,-1.62
07149099999,-0.37,-0.92
07150099999,-0.58,-1.75
07153099999,0.76,2.48
07156099999,0.69,2.11
07157099999,-0.98,-2.35
07168099999,-0.2,-0.58
07169099999,-1.07,-2.2
07180099999,-0.3,-0.69
07181099999,-0.59,-1.38
07190099999,-0.53,-1.28
07197099999,-0.45,-1.15
07201099999,-0.95,-2.11
07203099999,-0.07,-0.23
07205099999,-0.6,-1.33
07207099999,-1.06,-2.59
07217099999,-0.19,-0.54
07222099999,-0.4,-0.94
07230099999,-0.76,-1.75
07235099999,-0.4,-1.01
07240099999,-1.76,-3.67
07247099999,0.38,1.1
07249099999,-1.19,-2.77
07255099999,-0.66,-1.54
07257099999,-0.36,-0.94
07260099999,-0.01,-0.02
07280099999,-0.51,-1.13
07283099999,-0.08,-0.21
07288099999,-0.51,-1.0
07292099999,-1.92,-3.49
07299099999,-3.54,-5.33
07300099999,-0.24,-0.73
07306099999,0.05,0.12
07314099999,-0.6,-1.46
07315099999,-1.17,-2.45
07330099999,-0.11,-0.29
07335099999,-0.38,-1.03
07354034048,-0.8,-1.89
07374099999,-0.03,-0.07
07379099999,0.32,0.68
07385099999,0.07,0.15
07412099999,-0.6,-1.5
07434099999,-1.25,-2.42
07438099999,0.6,1.83
07460099999,-1.11,-2.03
07471099999,-0.4,-0.72
07475099999,0.22,0.47
07480099999,-0.7,-1.22
07481099999,-0.57,-0.93
07482099999,-0.37,-0.62
07486099999,-1.24,-1.78
07491099999,-0.46,-0.82
07497099999,-0.17,-0.34
07500099999,-0.06,-0.17
07502099999,-0.87,-1.73
07503099999,-1.05,-2.38
07510099999,-2.04,-3.43
07524099999,-0.04,-0.1
07530099999,-0.77,-1.79
07535099999,-0.27,-0.57
07549099999,-1.0,-1.66
07552099999,1.3,3.74
07558099999,-0.45,-0.88
07560099999,0.35,0.26
07577099999,-0.09,-0.1
07579099999,-0.4,-0.57
07586099999,0.7,1.33
07588099999,-0.63,-1.0
07591099999,-0.3,-0.65
07600099999,-1.25,-1.77
07602099999,-0.24,-0.37
07603099999,0.34,0.65
07607099999,-0.4,-0.8
07610099999,-0.04,-0.07
07621099999,-0.81,-1.38
07622099999,-0.24,-0.57
07627099999,-0.36,-0.73
07630099999,-1.13,-2.33
07632099999,-0.06,-0.15
07635099999,0.24,0.44
07641099999,-0.62,-1.03
07643099999,1.23,1.61
07645099999,-0.65,-0.86
07646099999,-0.75,-1.23
07647099999,-2.18,-3.12
07648099999,-1.38,-2.2
07650099999,-0.84,-1.31
07660099999,-1.06,-1.57
07661099999,-1.02,-1.32
07667099999,-1.41,-1.66
07675099999,0.77,0.97
07678099999,-0.88,-1.34
07684099999,1.53,2.23
07690099999,-1.05,-1.26
07747099999,0.32,0.39
07749099999,0.36,0.45
07753099999,-0.45,-1.12
07754099999,-1.68,-2.59
07761099999,-2.58,-3.16
07765099999,0.13,0.14
07770099999,-1.92,-2.17
07780099999,0.23,0.54
07785099999,-1.07,-1.99
07790099999,-1.9,-1.97
08001099999,1.24,2.0
08011099999,-0.83,-1.08
08015099999,-0.46,-0.8
08021099999,-0.37,-0.54
08023099999,-0.82,-1.23
08025099999,-1.41,-1.87
08027099999,-0.51,-0.65
08029099999,-0.5,-0.55
08042099999,-1.4,-1.62
08044099999,-0.05,-0.07
08045099999,-1.75,-1.72
08055099999,-1.24,-2.83
08075099999,-0.36,-0.9
08080099999,-0.35,-0.7
08084099999,-0.43,-0.96
08085099999,0.23,0.43
08130099999,-0.14,-0.45
08140099999,-0.22,-0.62
08141099999,-0.75,-1.91
08148099999,-0.21,-0.51
08160099999,-0.51,-1.08
08171099999,-0.56,-1.21
08175099999,-0.64,-0.8
08181099999,-0.94,-1.0
08184099999,-1.22,-1.58
08202099999,-0.33,-1.04
08213099999,-0.27,-0.84
08215099999,0.7,0.94
08221099999,-1.65,-3.13
08223099999,-0.45,-1.25
08224099999,-0.72,-1.75
08227099999,-0.49,-12.61
08231099999,0.01,0.02
08235099999,0.48,0.99
08238099999,0.32,0.45
08261099999,-0.83,-1.58
08272099999,-0.32,-0.83
08280099999,-0.34,-0.64
08284099999,-0.89,-1.1
08306099999,-0.9,-1.35
08314099999,0.21,0.34
08330099999,-1.88,-2.94
08348099999,0.15,0.42
08360099999,-0.91,-1.67
08373099999,-0.56,-0.7
08391099999,-1.98,-2.65
08397099999,-0.03,-0.05
08410099999,-0.33,-0.58
08419099999,0.18,0.53
08429099999,-0.14,-0.23
08430099999,-0.34,-0.57
08433099999,0.97,1.65
08449013025,-4.44,-7.17
08451099999,-0.06,-0.1
08482099999,-0.93,-1.24
08487099999,-0.25,-0.54
08495099999,-1.04,-1.16
08501099999,-0.84,-0.99
08505099999,-1.06,-1.55
08509099999,-1.42,-1.57
08512099999,0.77,1.14
08515099999,-0.98,-1.34
08521099999,-1.39,-1.63
08522099999,0.3,0.54
08524099999,-0.75,-1.41
08534099999,-2.24,-4.14
08540099999,-3.46,-6.2
08541099999,-0.32,-0.81
08545099999,-0.47,-0.68
08548099999,0.47,1.0
08554099999,-1.13,-1.82
08558099999,0.36,0.88
08560099999,-0.38,-0.55
08562099999,-0.09,-0.22
08567099999,-0.51,-0.86
08568099999,1.25,1.71
08570099999,-0.36,-0.67
08571099999,0.27,0.48
08575099999,-0.02,-0.05
08579099999,-0.64,-1.15
08594099999,0.98,1.15
10607099999,0.69,1.77
10614099999,0.74,1.79
11001099999,0.83,1.93
11008099999,0.1,0.23
11010099999,0.71,1.42
11012099999,-0.26,-0.46
11018099999,0.97,1.99
11019099999,-0.43,-0.98
11020099999,-0.49,-1.14
11021099999,0.08,0.19
11022099999,-0.23,-0.63
11024099999,-0.05,-0.1
11030099999,0.46,1.0
11032099999,0.15,0.4
11034099999,0.28,0.62
11035099999,0.09,0.19
11036099999,-0.05,-0.1
11051099999,0.62,1.28
11055099999,0.56,1.23
11060099999,-0.01,-0.03
11075099999,0.22,0.59
11078099999,-0.09,-0.14
11082099999,-1.23,-2.57
11101099999,-0.35,-0.43
11105099999,-0.22,-0.36
11112099999,-0.65,-1.49
11120099999,-0.64,-1.06
11126099999,-0.68,-1.21
11130099999,0.47,0.72
11136099999,1.8,3.02
11138099999,-0.52,-0.7
11141099999,0.36,0.81
11144099999,0.79,1.63
11146099999,-0.1,-0.21
11149099999,-0.3,-0.66
11150099999,0.2,0.32
11152099999,0.38,0.62
11155099999,0.18,0.23
11157099999,-0.07,-0.13
11165099999,-0.08,-0.17
11170099999,-0.67,-0.89
11180099999,-0.68,-1.24
11182099999,-1.34,-2.56
11185099999,0.04,0.07
11190099999,-0.04,-0.08
11192099999,0.32,0.7
11204099999,0.57,0.94
11212099999,0.22,0.34
11213099999,-0.21,-0.35
11214099999,-0.1,-0.16
11231099999,0.08,0.13
11240099999,-0.18,-0.28
11241099999,-0.23,-0.4
11252099999,0.3,0.64
11255099999,1.37,1.52
11270099999,0.51,0.57
11275099999,0.54,1.02
11280099999,0.42,0.88
11292099999,0.34,0.66
11302099999,1.18,1.74
11308099999,0.18,0.25
11310099999,-0.61,-1.4
11340099999,0.46,0.9
11346099999,1.11,2.3
11348099999,0.64,1.53
11350099999,0.49,0.75
11351099999,-0.85,-1.44
11355099999,-1.15,-1.63
11356099999,-0.69,-1.0
11357099999,0.93,1.42
11358099999,-0.27,-0.5
11380099999,0.66,1.12
11382099999,-0.11,-0.18
11384099999,-0.02,-0.05
11385099999,-0.37,-0.71
11406099999,0.5,1.03
11414099999,1.51,3.66
11423099999,1.62,3.88
11438099999,0.07,0.22
11457099999,1.67,2.61
11464099999,1.16,2.45
11487099999,0.84,1.74
11502099999,0.16,0.5
11509099999,0.32,0.9
11518099999,0.09,0.19
11520099999,0.17,0.36
11538099999,0.25,0.55
11567099999,1.93,5.2
11603099999,1.27,2.27
11624099999,1.53,3.63
11628099999,1.64,3.35
11636099999,-0.29,-0.71
11643099999,-0.54,-0.87
11652099999,-0.17,-0.44
11659099999,-0.67,-1.48
11679099999,0.24,0.58
11683099999,3.14,4.69
11692099999,2.87,5.75
11693099999,0.24,0.66
11698099999,0.16,0.46
11710099999,1.98,3.95
11723099999,-0.54,-1.06
11766099999,-0.15,-0.38
11774099999,0.36,0.82
11782099999,-0.44,-0.98
11787099999,0.71,0.95
11816099999,-0.71,-1.43
11826099999,0.46,0.85
11841099999,-0.18,-0.44
11855099999,-0.38,-0.94
11858099999,0.33,0.75
11867099999,-0.34,-0.75
11880099999,-0.14,-0.28
11903099999,-0.59,-0.99
11916099999,0.3,0.58
11918099999,0.58,1.13
11927099999,-0.16,-0.32
11930099999,0.44,0.75
11933099999,1.74,3.3
11934099999,0.26,0.52
11938099999,-0.04,-0.07
11968099999,-0.77,-1.29
11976099999,-0.33,-0.69
11978099999,-0.18,-0.47
11993099999,0.25,0.41
12100099999,-0.12,-0.26
12105099999,-1.0,-1.97
12115099999,-0.72,-1.55
12120099999,-0.43,-1.02
12125099999,-0.01,-0.03
12135099999,0.21,0.49
12160099999,-0.7,-1.64
12185099999,0.77,1.85
12195099999,-0.11,-0.24
12200099999,0.43,1.19
12205099999,-0.11,-0.25
12210099999,-0.16,-0.44
12215099999,-0.42,-1.28
12235099999,0.46,1.39
12250099999,-0.34,-0.78
12270099999,-0.07,-0.17
12272099999,0.8,1.81
12280099999,0.38,1.03
12285099999,0.3,0.73
12295099999,0.17,0.35
12300099999,0.05,0.14
12310099999,0.56,1.52
12330099999,-0.61,-1.4
12345099999,0.46,1.23
12360099999,0.26,0.78
12375099999,-1.39,-2.42
12385099999,0.08,0.22
12399099999,0.74,2.08
12400099999,0.12,0.29
12415099999,0.43,1.14
12424099999,-0.85,-1.61
12435099999,-0.1,-0.29
12455099999,0.5,1.32
12469099999,-0.12,-0.25
12488099999,-0.37,-0.9
12495099999,0.08,0.18
12497099999,0.77,1.82
12500099999,0.24,0.52
12510099999,-0.19,-0.36
12520099999,-0.18,-0.36
12530099999,0.3,0.73
12540099999,0.06,0.15
12550099999,0.73,1.67
12560099999,0.51,1.05
12566099999,-0.36,-0.78
12570099999,0.45,1.17
12575099999,-0.24,-0.48
12580099999,-0.16,-0.42
12585099999,-0.02,-0.04
12595099999,0.12,0.34
12600099999,-0.04,-0.07
12625099999,0.39,0.63
12650099999,-0.03,-0.03
12660099999,0.26,0.5
12670099999,-0.32,-0.64
12690099999,0.29,0.64
12695099999,-0.53,-1.19
12772099999,-0.53,-1.02
12805099999,-0.68,-1.37
12812099999,-1.05,-1.75
12815099999,0.51,1.46
12822099999,-0.43,-0.94
12830099999,-2.09,-3.36
12843099999,-0.79,-1.4
12851099999,-0.42,-0.72
12860099999,-0.44,-0.97
12870099999,0.03,0.07
12882099999,-0.27,-0.66
12892099999,-0.8,-1.61
12910099999,-0.29,-0.6
12915099999,-0.53,-1.22
12925099999,-0.85,-1.66
12935099999,-1.31,-2.49
12942099999,-0.17,-0.31
12950099999,-1.04,-2.33
12960099999,-0.8,-1.55
12970099999,-0.41,-0.85
12982099999,-0.41,-0.87
12992099999,-0.12,-0.3
13067099999,-0.14,-0.28
13116099999,-0.57,-0.79
13160099999,0.17,0.37
13168099999,1.0,1.88
13173099999,0.11,0.23
13174099999,-0.04,-0.1
13180099999,-1.16,-2.02
13183099999,-0.68,-1.12
13262099999,0.03,0.05
13266099999,0.71,1.76
13269099999,0.21,0.4
13272099999,-1.56,-2.21
13274099999,0.05,0.11
13279099999,0.37,0.83
13285099999,0.6,1.14
13289099999,0.97,1.54
13295099999,0.43,0.75
13363099999,-0.57,-1.15
13367099999,-0.11,-0.22
13369099999,0.04,0.1
13370099999,0.72,1.7
13376099999,0.11,0.2
13378099999,0.56,1.16
13383099999,1.91,4.28
13384099999,0.45,1.04
13388099999,-0.25,-0.6
13389099999,0.64,1.59
13397099999,1.12,2.36
13457099999,-0.35,-0.31
13459099999,-0.85,-0.79
13462099999,-0.94,-0.89
13489099999,0.65,1.34
13493099999,-0.43,-0.82
13578099999,0.21,0.46
13583099999,-0.21,-0.38
13586099999,0.79,1.2
13591099999,-0.02,-0.04
13592099999,0.38,0.69
14008099999,1.54,1.3
14014099999,0.94,1.13
14015099999,-0.67,-0.77
14026099999,0.08,0.13
14105099999,-0.41,-0.55
14106099999,-1.28,-1.41
14235099999,0.33,0.51
14236099999,0.74,1.5
14240099999,0.7,1.49
14241099999,0.78,1.42
14246099999,1.32,2.29
14256099999,1.26,2.36
14258099999,-0.56,-0.98
14307099999,0.75,1.07
14314099999,0.93,1.26
14323099999,0.61,0.61
14324099999,1.2,1.34
14328099999,0.48,0.66
14330099999,1.29,1.57
14370099999,0.92,2.08
14382099999,0.26,0.6
14431099999,2.72,3.25
14438099999,-0.03,-0.05
14443099999,-0.47,-1.51
14444099999,-1.35,-1.6
14445099999,0.28,0.44
14447099999,0.27,0.36
14472099999,1.35,1.48
14474099999,-1.36,-1.32
15004099999,0.01,0.01
15010099999,-0.61,-0.78
15015099999,-0.73,-1.47
15020099999,0.09,0.15
15023099999,-0.33,-0.69
15063099999,-0.83,-1.43
15080099999,-0.68,-1.37
15085099999,-0.4,-0.75
15090099999,-2.91,-4.18
15108099999,-0.64,-1.12
15111099999,0.04,0.08
15120099999,-1.29,-2.1
15145099999,-0.69,-1.34
15150099999,-0.96,-1.09
15170099999,-0.31,-0.52
15197099999,-0.14,-0.2
15200099999,-0.74,-1.46
15209099999,-0.38,-0.69
15230099999,-0.29,-0.67
15235099999,0.53,0.92
15247099999,-0.14,-0.28
15260099999,-0.76,-1.27
15261099999,-0.95,-1.07
15280099999,0.09,0.16
15292099999,-0.77,-1.39
15296099999,-1.05,-1.38
15302099999,0.31,0.38
15310099999,-0.64,-1.14
15335099999,0.52,0.99
15338099999,-1.24,-1.45
15340099999,0.28,0.39
15346099999,-0.09,-0.19
15350099999,-0.93,-1.73
15360099999,-0.84,-1.74
15375099999,-0.76,-1.22
15377099999,-0.05,-0.09
15405099999,-0.4,-0.75
15409099999,-0.13,-0.28
15410099999,-0.57,-0.98
15420099999,-1.23,-1.64
15444099999,-0.3,-0.66
15450099999,-1.78,-2.7
15460099999,0.52,0.97
15470099999,-0.37,-0.82
15480099999,-0.35,-0.58
15481099999,-1.09,-2.93
15482099999,-1.53,-2.57
15490099999,-0.8,-1.52
15491099999,-0.98,-1.61
15499099999,-0.51,-0.87
15502099999,-3.76,-5.16
15525099999,-1.8,-1.85
15549099999,-1.28,-2.01
15552099999,0.86,0.78
15600099999,-0.75,-1.17
15614099999,-0.95,-1.44
15615099999,0.62,0.91
15640099999,-1.72,-2.14
15655099999,1.75,1.87
15712099999,0.19,0.25
15730099999,1.77,1.49
16008099999,-0.98,-2.09
16020099999,-1.94,-2.86
16021099999,-0.83,-1.02
16022099999,0.2,0.25
16033099999,-2.14,-2.85
16036099999,0.63,0.89
16040099999,-1.21,-1.24
16045099999,-3.38,-3.89
16059099999,-1.16,-1.45
16061099999,-1.6,-2.02
16066099999,-1.49,-1.08
16076099999,-2.54,-2.99
16080099999,-2.14,-2.39
16084099999,-0.92,-1.35
16088099999,-1.67,-2.02
16090099999,-2.86,-3.63
16098099999,-0.62,-0.91
16099099999,0.15,0.28
16105099999,-0.79,-0.98
16108099999,-2.1,-2.38
16110099999,-0.95,-1.47
16114099999,-0.15,-0.26
16115099999,-0.77,-2.57
16119099999,3.1,5.99
16120099999,-2.62,-2.15
16122099999,-3.13,-12.08
16124099999,-2.51,-2.86
16134099999,-0.95,-1.1
16138099999,0.69,1.87
16140099999,-2.83,-4.17
16146099999,-0.82,-1.22
16147099999,0.04,0.11
16148099999,1.07,3.06
16149099999,-2.35,-2.83
16153099999,-0.68,-0.93
16158099999,-1.67,-1.68
16168099999,1.84,3.75
16170099999,-2.16,-3.06
16179099999,-1.42,-2.0
16181099999,-2.54,-4.6
16191099999,-2.78,-3.45
16206099999,-2.74,-3.1
16216099999,2.22,4.77
16219099999,-0.26,-0.27
16221099999,-0.01,-14.29
16230099999,-0.66,-0.74
16234099999,2.5,7.01
16235099999,-0.27,-1.39
16239099999,-1.46,-2.81
16242099999,-4.19,-4.06
16243099999,0.77,2.03
16244099999,3.53,6.73
16245099999,2.03,6.43
16252099999,-0.0,-0.01
16253099999,0.97,1.73
16261099999,-2.37,-3.65
16263099999,1.48,3.89
16270099999,-1.3,-2.12
16280099999,-1.1,-1.76
16310099999,-2.77,-5.01
16312099999,1.85,4.53
16320099999,-3.05,-3.24
16324099999,0.2,3.62
16325099999,0.12,0.16
16332099999,1.12,2.42
16344099999,2.79,7.11
16350099999,-3.12,-5.98
